subject,rep,H.percent,UD.percent.e,H.e,UD.e.g,H.g,UD.g.o,H.o,UD.o.one,H.one,UD.one.B,H.B,UD.B.u,H.u,UD.u.s,H.s,UD.s.l,H.l,UD.l.i,H.i,UD.i.x,H.x,UD.x.Return
kasia,1,1,0.07555,0.55987,0.09937,0.47286,0.10342,0.56339,0.08833,1.52343,0.09185,0.71578,0.08311,0.12048,0.08751,0.20792,0.11646,0.18687,0.10021,0.10335,0.09149,0.16837,0.09932, 0
